"code","country","sftgname","africa","agovdem60","agovdem70","agovdem80","assass60","assass70","assass80","blck60","blck70","blck80","cabchg60","cabchg70","cabchg80","compolt60","compolt70","compolt80","constchg60","constchg70","constchg80","corrupti","corruptm","coups60","coups70","coups80","deathsPC60","deathsPC70","deathsPC80","democ60","democ70","democ80","elf60","govtcris60","govtcris70","govtcris80","gunn1","gunn2","gyp60","gyp70","gyp80","latinca","lly60","lly70","lly80","lrgdp60","lrgdp70","lrgdp80","lrgdpsq60","lrgdpsq70","lrgdpsq80","lschool60","lschool70","lschool80","ltelpw60","ltelpw70","ltelpw80","muller","newspaperPC60","newspaperPC70","newspaperPC80","pavroad60","pavroad70","pavroad80","pop60","pop70","pop80","prop90","purges60","purges70","purges80","racialt","radiosPC60","radiosPC70","radiosPC80","revols60","revols70","revols80","riots60","riots70","riots80","roberts","rulelaw80","separt60","separt75","surp60","surp70","surp80","tvPC60","tvPC70","tvPC80","war60","war70","war80","warciv60","warciv70","warciv80","wdiinfmt60","wdiinfmt70","wdiinfmt80","wdilabag60","wdilabag70","wdilabag80","wditfert60","wditfert70","wditfert80"
"GDR","GERMAN DEMOCRATIC REPUBLIC, FORMER","Germany, East",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0.00120039377361536,0,0,NA,7,7,NA,0,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436430007219315,0.465999990701675,0.559319972991943,NA,NA,37.8902953586498,16661200,16887000,16668000,NA,0,0,0,6,0.418037116527557,0.511197984218597,0.603863716125488,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.197043552994728,0.45319476723671,0.674346029758453,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GER","","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.06825,19.60075,9.252,11.9334217071533,7.88937430381775,5.49916000366211,2.441,1.577,1.401
"GFR","GERMANY, WEST","Germany, West",0,NA,NA,NA,1.52727272962e-06,4.39999985247e-06,2.7000000955e-06,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,5.1875,9.5,NA,NA,NA,0.000213118881219998,0.000699325697496533,0,NA,NA,NA,0.0299999993294,NA,NA,NA,0.0506329113924051,0.050632911392405,0.0350209996104,0.0287405010313,0.0180855002254,0,0.47119551897,0.571686506271,0.627930045128,8.70582771301,9.06693172455,9.30501365662,75.7914352417,82.2092514038,86.5832824707,2.1540851593,2.21266031265,2.24707245827,5.0717048645,5.88164043427,6.55016088486,NA,0.322519987821579,0.3435899913311,0.354229986667633,NA,NA,NA,56306600,61487800,61375900,0.0233,NA,NA,NA,5,0.669026374816895,0.849605917930603,0.92732161283493,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.0046309302561,-0.0093107894063,-0.014981306158,0.151214808225632,0.398453027009964,0.474942117929459,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GHA","GHANA","Ghana",1,0,0,0,3.6581819586e-05,0,0,0.577045619488,0.862141251564,1.13524997234,0,0,1,0,0,0,1,1,0,1.9375,3.666667,0,0,0,0.00942679867148399,0.000102076228358783,0,NA,6,2,0.709999978542,0,1,0,1,0.533333333333333,-0.00142799993046,-0.0062199998647,-0.0114205004647,0,0.202082008123,0.208763509989,0.123535007238,6.95559263229,7.02997303009,6.9027428627,48.3802680969,49.4205207825,47.647857666,0.524728536606,1.10856258869,1.21787571907,1.91400110722,2.61854124069,2.47195672989,NA,0.034120000898838,0.0433100014925003,0.0277699995785952,NA,NA,25.2631578947368,7637800,9796600,12712300,0.57,0,0,0,4,0.0624001659452915,0.100881941616535,0.197627499699593,0,0,0,0,0,0,0.580949742724508,1,39,39,-0.0534838996828,-0.064766548574,-0.0244688298553,0.000360051315510646,0.00315925944596529,0.0103903310373425,0,0,1,0,0,1,121,106.533333333333,95.2,62.0030696868896,60.9315990447998,60.5131156921387,6.851,6.6136,6.38
"GNB","GUINEA-BISSAU","Guinea-Bissau",1,NA,NA,0,NA,0,0,NA,NA,0.454624444246,NA,NA,1,0,0,0,NA,NA,1,2,NA,NA,NA,1,NA,0,1.93493688106537,NA,6,6,NA,NA,NA,0,1,0.7,NA,-0.0158509984612,0.00521800061688,0,NA,NA,NA,6.31535816193,6.84481525421,6.35784244537,39.8837471008,46.8514976501,40.4221611023,NA,NA,0.231111720204,NA,NA,NA,NA,NA,0.00948333367705345,0.00694000022485852,NA,NA,84.2105263157895,NA,633666.666666667,864800,NA,NA,NA,0,NA,NA,0.0213045757263899,0.0346901006996632,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,0,193,181.466666666667,159.5,90.3085960388184,88.4915725708008,86.5347244262695,5.9,5.93333333333333,6
"GRC","GREECE","Greece",0,0,0,0,1.07181822386e-05,1.93454543478e-05,1.72833333636e-05,0.0308460555971,0.0526514202356,0.111104115844,0,1,1,0,0,0,0,0,0,3.875,6.25,0,0,0,0.000584412540774792,0.00374816730618477,0.00100883736740798,NA,6,2,0.10000000149,0,0,0,0.05,0.05,0.0686334967613,0.0439484976232,0.00914250034839,0,0.352052986622,0.514189004898,0.726880013943,7.54380273819,8.24222946167,8.60849571228,56.9089584351,67.9343490601,74.1062011719,1.69009578228,1.82293510437,2.02287125587,3.71161770821,5.22408914566,6.11543798447,0.111111111111111,0.103000000119209,0.0979399979114532,0.132459998130798,NA,NA,83.3333333333333,8555600,9071100,9912400,0.0116,1,1,0,6,0.104656599462032,0.289049834012985,0.39842015504837,0,0,0,0,0,1,NA,3,0,0,-0.0165503080934,-0.0304041970521,-0.101707100868,0.00164804339874536,0.104342140257359,0.185172110795975,0,0,0,0,0,0,36.42,23.67,13.69,47.6822811126709,37.1820133209228,27.3904699325562,2.3488,2.3168,1.7806
"GRG","","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,22.9666666666667,43.3489837646484,34.8221477508545,29.408629989624,2.55,2.49666666666667,2.25666666666667
"GRN","GRENADA","Grenada",0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,-0.04849993065,NA,NA,NA,NA,0,0,0,0,0,0,NA,15.4,NA,NA,NA,NA,NA,NA,NA
"GUA","GUATEMALA","Guatemala",0,0,0,0,0.000292845448712,0.0007697182009,0.000900716695469,0.118451118469,0.0936617553234,0.270782142878,0,1,0,1,1,1,0,0,0,2,NA,0,0,0,0.0389708057045937,0.012387347407639,0,NA,2,5,0.639999985695,0,7,0,0.333333333333333,0.333333333333333,0.0257619991899,0.0298049990088,-0.0192294996232,1,0.153755992651,0.206369996071,0.233204990625,7.41878080368,7.61775970459,7.87739706039,55.0383071899,58.0302619934,62.0533828735,0.770108222961,0.99694865942,1.20597076416,2.17466378212,2.68742918968,3.13637447357,0.6,0.0313500016927719,0.0383899994194508,0.0282400008291006,NA,NA,23.1404958677686,4387900,5570200,7807200,NA,0,0,0,2,0.0502290390431881,0.0472873523831367,0.0560764409601688,0,1,0,0,1,1,NA,1,0,0,-0.00646210322157,-0.0149303236976,-0.0281467679888,0.0116000818088651,0.0211480744183064,0.0314069055020809,1,1,1,1,1,1,113.5,97.2,73.8,64.4759952545166,58.2064014434814,53.2025199890137,6.7265,6.45333333333333,5.94
"GUI","GUINEA","Guinea",1,3,0,0,NA,NA,NA,0.60048353672,0.772262454033,1.08571338654,1,0,0,0,0,0,0,0,0,3,NA,0,0,0,0.000289360235910863,0.000227998170885257,0,NA,7,7,0.75,0,1,0,1,0.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395296007395,0.989354372025,0.612888872623,0.666666666666667,0.000469999999040738,0.0019000000320375,0.0013399999588728,NA,NA,4.0983606557377,3455900,4386000,5759800,0.76,0,1,0,3,0.018200758844614,0.0252165980637074,0.0308517664670944,2,1,0,2,0,0,0.782483333286268,NA,NA,NA,NA,NA,NA,0,0.000136798902531154,0.00282995938323438,0,0,0,0,0,0,192,175,170.5,92.9946151733398,91.6569633483887,89.31708984375,5.9,5.9,6.17
"GUY","GUYANA","Guyana",0,NA,0,1,0,0.000480372720631,0.000654483330436,NA,0.447145670652,1.31246161461,NA,0,1,0,0,0,NA,1,1,1,NA,NA,0,0,0.504557073116302,0,0,NA,2,4,0.579999983311,NA,0,0,0.0666666666666668,0.0666666666666667,NA,0.000143044962897,-0.0244514998049,1,0.257782518864,0.417169988155,0.976789951324,7.39633512497,7.48717355728,7.56992769241,54.7057723999,56.0577697754,57.3038063049,1.70656466484,1.60341989994,1.7227666378,3.50844788551,3.80193543434,NA,NA,0.149375006556511,0.0721400007605553,0.0941699966788292,NA,NA,7.69230769230769,685750,742400,777000,NA,NA,0,0,1,0.131243169307709,0.283270478248596,0.432175040245056,NA,0,0,NA,0,1,NA,0,NA,NA,-0.0413231626153,-0.109171897173,-0.397421956062,0,0,7.46460718801245e-05,0,0,0,0,0,0,88.5,75.4,67.6,35.2299880981445,29.5200603485107,24.4260099411011,6.13,4.74133333333333,3.104
"HAI","HAITI","Haiti",0,0,0,0,8.73636381584e-05,1.80090901267e-05,0,0,0,0.202797561884,1,0,1,0,0,0,0,0,0,0.5625,2,0,0,0,0.0673014223575592,0.00283873779699206,0.00714719668030739,NA,7,6,0.00999999977648,0,0,0,0,0.0476190476190476,-0.0164254996926,0.016548499465,-0.0114919999614,1,0.103726997972,0.188464999199,0.353330016136,6.82545995712,6.72503376007,6.95749759674,46.5869026184,45.2260780334,48.4067726135,0.524728536606,0.672944486141,0.896088063717,0.760520815849,NA,NA,0.2,0.0046399999409914,0.0151800001040101,0.00755000021308661,NA,NA,23.448275862069,3833500,4579500,5596600,NA,0,1,3,4,0.0142428586259484,0.0201332028955221,0.0279276706278324,0,1,0,0,1,0,NA,0,NA,NA,NA,-0.0133014181629,-0.0420024730265,0.00163818965665996,0.00288350251503289,0.00399224506691098,0,0,0,0,0,0,160,134.333333333333,113.1,77.5329483032227,72.871866607666,69.5432395935059,6.15,6,5.74
"HON","HONDURAS","Honduras",0,0,0,0,0,0,3.80333331123e-05,0,0,0.536671340466,0,0,1,0,0,0,0,0,0,2,NA,0,0,0,0.0140781104564667,0.0151447355747223,0.00399948796257377,NA,7,4,0.159999996424,0,1,0,0.0909090909090909,0.0909090909090909,0.0158750005066,0.0249745007604,-0.0125259999186,1,0.15398851037,0.221574991941,0.282649993896,6.80350542068,7.02286815643,7.25347042084,46.2876853943,49.3206787109,52.6128349304,0.989541232586,1.08180522919,1.30833280087,1.75171732903,2.33073925972,2.7004981041,0.0476190476190477,0.0212600007653236,0.0566099993884563,0.0597800016403198,NA,NA,15.7407407407407,2202000,2905300,4167200,0.088,2,0,0,5,0.0594913698732853,0.0821257680654526,0.312536001205444,0,0,0,0,0,0,NA,1,NA,NA,-0.00751597434282,-0.0151905734092,-0.0571509897709,0.00365576753392816,0.0122514022514224,0.0528808310627937,1,0,0,0,0,0,135.5,99.0666666666667,62.5,68.0482025146484,61.6219959259033,50.0683650970459,7.3905,7.0953125,5.83968
"HUN","HUNGARY","Hungary",0,0,0,0,NA,NA,NA,1.48157250881,0.90996670723,0.279473483562,0,0,0,0,0,0,0,0,0,4,NA,0,0,0,9.86426748568192e-05,0,0,NA,6,6,NA,0,0,0,0.0476190476190477,0.0476190476190477,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03470563889,2.18492698669,2.46725177765,NA,NA,NA,0.1,0.177599996328354,0.23139999806881,0.248099997639656,NA,NA,49.8685363716039,10137600,10514100,10545500,NA,1,0,0,5,0.24219736456871,0.397780120372772,0.561794102191925,0,0,0,0,0,0,NA,NA,0,0,NA,NA,-0.0145084271207,0.0600798018276691,0.258082389831543,0.377205729484558,0,0,0,0,0,0,40.82,30.92,19.05,31.9893766403198,22.0080177307129,16.9719499588013,1.9189,2.0826,1.8207
"ICE","ICELAND","Iceland",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,NA,0,0,0,NA,NA,NA,NA,1,1,0.0500000007451,0,0,0,0,0,0.0268485024571,0.0543705001473,0.0229940004647,0,0.382425487041,0.272785007954,0.265060007572,8.58522605896,8.85237884521,9.37864780426,73.7061080933,78.3646087646,87.9590377808,1.89911794662,1.99741768837,2.12823176384,5.97012472153,6.38279390335,6.63558101654,0.35,NA,NA,NA,NA,NA,18.4210526315789,NA,NA,NA,NA,0,0,0,6,NA,NA,NA,0,0,0,0,0,0,NA,6,NA,NA,-0.00322577031329,-0.034160092473,-0.0264399014413,NA,NA,NA,0,0,0,0,0,0,15.11,11.0777777777778,6.35555555555556,21.5177816390991,14.2252276420593,10.6466199874878,3.6621,2.667,2.17
"IND","INDIA","India",0,2,2,10,1.45454544054e-06,7.63636364809e-07,2.41499992626e-06,0.426494121552,0.221727564931,0.11905554682,0,0,1,0,0,0,0,0,0,2.9375,5.25,0,0,0,0.00655376678332686,0.00243843835778534,0,NA,2,2,0.889999985695,1,1,0,0.70906976744186,0.709302325581395,0.0174300000072,0.00599049963057,0.0356615036726,0,0.252799004316,0.301400005817,0.400399982929,6.42486906052,6.50128984451,6.44254016876,41.2789421082,42.2667694092,41.5063247681,0.887891232967,1.06471073627,1.31372368336,0.644609928131,1.40304279327,1.95432722569,0.650423728813559,0.0123699996620417,0.0169699992984533,0.0258300006389618,NA,NA,47.3076923076923,475146600,595463100,738990800,0.2082,1,0,0,0,0.0115619050338864,0.0287107639014721,0.0614351369440556,0,0,0,10,6,14,0.752191604052052,3,42,36,-0.0423855446279,-0.0395572818816,-0.0742190554738,6.98731719239731e-06,0.0010868851095438,0.0138988196849823,1,1,1,0,0,1,151,132.733333333333,105.3,72.6845268249512,70.1381782531738,67.0912704467773,6.275,5.51466666666667,4.5984
"INS","INDONESIA","Indonesia",0,0,2,0,2.0966667762e-06,0,0,1.67427706718,0.0264717303216,0.0548030734062,0,0,0,1,1,1,1,0,0,0.5625,1.5,0,0,0,5.58847332000732,7.66829398344271e-05,0,NA,3,5,0.759999990463,0,2,0,0.842105263157895,0.578947368421053,0.0166410002857,0.0538509972394,0.035583499819,0,0.0243929997087,0.129375010729,0.203610002995,NA,6.68835449219,7.26542949677,NA,44.734085083,52.7864646912,0.746687948704,1.19088757038,1.40854489803,0.831834673882,1.13819420338,1.7752161026,0.563106796116505,0.0082999998703599,0.0143999997526407,0.0189100001007318,NA,NA,61.9834710743802,103959700,130407100,161301500,0.0365,0,1,0,2,0.0117911072447896,0.044680081307888,0.127091199159622,0,0,0,1,0,1,0.708679938533914,1,36,36,NA,-0.0280150510371,-0.0178234335035,0.000324164080666378,0.00413589458912611,0.0379271134734154,1,1,1,1,1,1,128.5,112.333333333333,79.3,71.0905372619629,62.5475925445557,56.638415145874,5.495,5.206,3.828
"IRE","IRELAND","Ireland",0,0,2,0,0,5.68818177271e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1875,9.75,0,0,0,0,0.0169937163591385,0,NA,1,1,0.0399999991059,1,4,0,0,0,0.0402990020812,0.0314835011959,0.0169790014625,0,0.604829549789,0.568395018578,0.494650006294,8.07527160645,8.4898223877,8.7295589447,65.2100143433,72.0770874023,76.2052001953,2.00821399689,2.01756620407,2.15292429924,4.52702903748,5.19744491577,5.78646278381,0.321428571428571,0.236080005764961,0.228699997067451,0.190679997205734,NA,NA,93.955223880597,2864100,3118800,3495600,NA,0,0,0,4,0.192765608429909,0.273983597755432,0.522685647010803,0,0,0,0,0,0,NA,5,0,0,-0.0548236630857,-0.0950112268329,-0.104382023215,0.0897664204239845,0.189207389950752,0.255835920572281,0,0,0,0,0,0,25.83,16.75,9.42,31.8375022888183,22.6977359771728,16.6298797607422,3.8997,3.5582,2.6114
"IRN","","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0092390775680542,0.00164354045409709,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0138199999928474,0.0161700006574392,0.0255999993532896,NA,NA,NA,23811900,32855900,46520200,NA,NA,NA,NA,NA,0.0698852241039276,0.148311257362366,0.201200768351555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00484631629660726,0.04257682710886,0.055545762181282,NA,NA,NA,NA,NA,NA,154,121.733333333333,73.8,49.3732864379883,44.648384475708,42.5535900115967,7.115,6.434,6.205
"IRQ","","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495715588331223,0.0671669468283653,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013880000449717,0.0234999991953373,0.0343800000846386,NA,NA,NA,7982400,11047100,15283200,NA,NA,NA,NA,NA,0.101736322045326,0.173891797661781,0.191779211163521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0162106640636921,0.0396393612027168,0.058619923889637,NA,NA,NA,NA,NA,NA,120.5,94,73,50.4077224731445,38.5002040863037,22.5462549209595,7.17,6.93466666666667,6.291
"ISR","ISRAEL","Israel",0,0,0,2,0,2.88818173431e-05,4.21333315899e-05,0.152967318892,0.192926973104,0.0763771235943,1,0,0,0,0,0,0,0,0,5,9.25,0,0,0,0.0080473180860281,0.0460022538900375,0.0357220508158207,NA,2,2,0.20000000298,3,2,1,0.333333333333333,0.333333333333333,0.0545459985733,0.0294159986079,0.0158894993365,0,0.241011992097,0.520600020885,0.674830019474,8.28349399567,8.80161952972,9.04746818542,68.6162719727,77.4685058594,81.8566818237,2.05923891068,2.1540851593,2.31550121307,4.5452375412,5.65271425247,6.30083036423,0.541666666666667,0.175579994916916,0.235540002584457,0.25780001282692,NA,NA,100,2485300,3369400,4292400,0.131,0,0,0,2,0.255220711231232,0.21659642457962,0.371214240789413,0,0,0,8,0,0,0.226945225451483,1,0,0,-0.0985629484057,-0.182970970869,-0.119236171246,0.0277793426066637,0.198937490582466,0.24760040640831,0,1,0,0,0,0,27.5,21.2,12.56,12.1352659225464,7.9515739440918,5.1614200592041,3.82,3.65266666666667,3.11
"ITA","ITALY","Italy",0,0,3,0,0,4.86454555357e-05,2.64833324763e-05,0,0,0,1,2,2,0,0,0,0,0,0,3.8125,7.5,0,0,0,0.000950898684095591,0.00231730821542442,0.000411225279094651,NA,1,2,0.0399999991059,0,5,3,0.0344827586206896,0.0344827586206897,0.0505249984562,0.0335395000875,0.0224259998649,0,0.726248979568,0.871155023575,0.750055015087,8.38366222382,8.84462451935,9.20893955231,70.2857894897,78.2273864746,84.8045654297,1.71559810638,1.82776987553,1.92132461071,4.75935697556,5.6004242897,6.27080392838,0.046507102549134,0.111460000276566,0.117250002920628,0.098860003054142,NA,NA,100,51530200,55236500,56741000,0.0388,0,0,0,5,0.32290968298912,0.582947850227356,0.665127515792847,0,0,0,0,6,0,NA,5,0,0,-0.0297704990953,NA,NA,0.101375505328178,0.278077006340027,0.409404128789902,0,0,0,0,0,0,37,22.58,11.39,25.0719972610474,15.8923559188843,10.716759967804,2.535,2.1788,1.4441
"IVO","COTE D'IVOIRE","Cote d'Ivoire",1,8,0,0,0,0,0,0.000999500392936,0.0126026086509,0.0247467365116,1,1,0,0,0,0,1,0,0,2.785714,6,0,0,0,0.00019659883400891,0,0,NA,6,6,0.860000014305,0,0,0,1,0.807692307692308,0.0589270032942,0.0263905003667,-0.0382114984095,0,0.104330003262,0.269284486771,0.131145000458,6.92853784561,7.27724790573,7.49886989594,48.0046348572,52.9583358765,56.2330513,NA,NA,NA,1.25901734829,2.42212438583,3.05871462822,NA,0.00404000002890825,0.0110299997031689,0.00910000037401915,NA,NA,7.10059171597633,5086500,6750100,9808800,0.0134,1,0,0,3,0.011894229799509,0.0295699331909418,0.117516919970512,0,0,0,12,0,0,0.758427307620446,NA,NA,NA,NA,NA,NA,0.00070814904756844,0.0146292643621564,0.0487317517399788,0,0,0,0,0,0,150.5,125.533333333333,101.4,80.3683830261231,70.9432685852051,62.6515201568603,7.355,7.41,7.166
"JAM","JAMAICA","Jamaica",0,NA,0,0,0,0.000173463631654,7.6700001955e-05,0.0698058754206,0.241096735001,0.239505514503,NA,0,1,0,0,0,NA,0,0,2,5,NA,0,0,0.00740055507048965,0.0205823294818401,1.27898395061493,NA,1,2,0.0500000007451,NA,0,0,0,0,0.0227539986372,-0.00663000112399,-0.00885399989784,1,0.249868988991,0.35000500083,0.479420006275,7.51152467728,7.98480319977,7.81116342545,56.4230041504,63.7570838928,61.0142745972,1.2412686348,1.43508458138,1.52605628967,3.68249559402,4.39411497116,4.62989997864,0,0.0672374963760376,0.0780699998140335,0.0584199987351894,NA,NA,30.0130208333333,1756625,1992000,2257000,NA,NA,0,0,5,0.170212760567665,0.348443776369095,0.383562237024307,NA,0,0,NA,0,3,NA,1,0,0,NA,-0.13493527472,-0.131022304296,0.0187860243022442,0.0536646582186222,0.0980279147624969,0,0,1,0,0,1,49.5,37.0666666666667,18.4,37.7424648284912,32.2240068435669,28.2697452545166,5.71,4.77066666666667,3.375
"JOR","JORDAN","Jordan",0,0,0,0,0.000132718181703,0.000156054549734,0,0.0285733938217,0.0348922424018,0.0449057035148,1,4,1,0,0,0,0,0,0,3,8.333333,0,0,0,0.0337481535971165,0.76805317401886,0,NA,6,6,0.0500000007451,0,2,0,0,0,NA,0.0467249974608,0.0132515011355,0,0.431030511856,0.786390006542,1.14948999882,7.19142913818,7.3777589798,7.84306383133,51.7166519165,54.4313278198,61.5136489868,0.875468730927,0.95935022831,1.36863946915,3.33046007156,3.27794241905,NA,0.0555555555555556,0.0120900003239512,0.0197999998927116,0.0399099998176098,NA,NA,73.8095238095238,1896400,2678200,3506100,0.35,0,0,0,3,0.104566544294357,0.186244487762451,0.208950117230415,0,3,0,0,2,0,0.0430413495854283,1,45,40,-0.0318199917674,-0.0741782039404,-0.0715443640947,0.00247837998904288,0.0406056307256222,0.0647300407290459,0,0,0,0,0,0,NA,42,37.8,37.3164783477783,23.1045732498169,16.6527250289917,NA,7.46,6.2295
"JPN","JAPAN","Japan",0,0,3,1,3.83636370316e-06,1.66636368704e-06,0,0.0580836385489,0.0054411184974,0.00536858756095,1,0,1,0,0,0,0,0,0,5.1875,8.75,0,0,0,2.04681273316965e-05,0.000289767136564478,0,NA,2,2,0.00999999977648,0,0,0,0.00806451612903225,0.00806451612903231,0.0931114926934,0.0409014970064,0.0344645008445,0,0.670709967613,1.13926506042,1.56392502785,7.90137720108,8.8080701828,9.17107963562,62.4317626953,77.5820999146,84.1087036133,2.04251813889,2.05412364006,2.21593737602,4.52042293549,5.89954423904,6.60246706009,0.0104166666666666,0.452850013971329,0.534489989280701,0.5692999958992,NA,NA,68.0122116689281,97712900,110433500,120319000,0.0057,0,0,0,6,0.332356333732605,0.556730508804321,0.776269733905792,0,0,0,0,0,0,0.0128556864321256,6,0,0,-0.00912814680487,-0.0372598320246,-0.0511656962335,0.184127166867256,0.387563556432724,0.576799988746643,0,0,0,0,0,0,20.99,10.36,5.89,26.6520671844482,15.3943289756775,9.1898799419403,2.013,1.9744,1.727
"KEN","KENYA","Kenya",1,NA,0,0,2.25250005315e-05,6.61818194203e-06,0,0.216926157475,0.189284354448,0.137700855732,NA,0,1,0,0,0,NA,0,0,2.8125,4.5,NA,0,0,0.0517736151814461,0.00355917704291642,0,NA,5,5,0.829999983311,NA,0,0,1,0.8,0.0218915008008,0.0302149988711,0.00273249973543,0,0.11657500267,0.317290008068,0.378569990396,6.45362520218,6.59304475784,6.86484766006,41.6492767334,43.4682388306,47.1261329651,0.770108222961,0.837247490883,1.23547148705,2.27940988541,2.6457529068,3.2436811924,0.722222222222222,0.00998571421951056,0.0107899997383356,0.0138999996706843,NA,NA,12.3893805309735,9657428.57142857,13205300,18502200,0.416,NA,0,0,1,0.0199698228389025,0.0304726138710976,0.0824874863028526,NA,0,0,NA,0,0,0.78260200709092,2,43,43,NA,-0.0463073886931,-0.0561569221318,0.00120706483721733,0.0029211756773293,0.0058235777541995,1,0,0,0,0,0,113,94,66.4,86.9371589660645,84.2053825378418,81.0260848999023,8.12,8.08,7.17
"KUW","","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00101698364596814,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0329444445669651,0.111599996685982,0.208330005407333,NA,NA,NA,499444.444444444,983300,1660800,NA,NA,NA,NA,NA,0.241156846284866,0.374555081129074,0.458815038204193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114571742713451,0.35650360584259,0.363064795732498,NA,NA,NA,NA,NA,NA,66,41.6,21.1458333333333,1.58055776357651,1.81498422622681,1.54312000274658,7.36,6.63133333333333,4.6
"KYR","","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,39.1333333333333,43.3357170104981,34.74817237854,33.0006153106689,4.64,4.88,4.033
